1,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0001.png,18.3068358496,18.7238985683,26.353226584
2,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0002.png,18.3061221661,18.7577621684,26.3693609223
3,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0003.png,18.3451320095,18.7294518306,26.3867701175
4,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0004.png,18.3186624634,18.7688837711,26.3423870762
5,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0005.png,18.3099587674,18.7544149761,26.3699642019
6,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0006.png,18.2780901519,18.7131913839,26.3550935609
7,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0007.png,18.3393970393,18.7139634332,26.2956693899
8,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0008.png,18.3053403508,18.755468523,26.2919701756
9,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0009.png,18.3376073085,18.672776549,26.4175378038
10,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0010.png,18.3509247993,18.7317399934,26.3398217704
11,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0011.png,18.3080072053,18.6614231495,26.3553340328
12,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0012.png,18.268831564,18.6392730835,26.2650450842
13,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0013.png,18.3261988046,18.7367586083,26.2362472752
14,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0014.png,18.2933167332,18.7326579301,26.2913378635
15,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0015.png,18.2981392131,18.6882486617,26.248990854
16,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0016.png,18.2783543459,18.6478854191,26.2889460697
17,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0017.png,18.2228103298,18.6248774802,26.1758585802
18,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0018.png,18.245037431,18.6056938026,26.28020431
19,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0019.png,18.2739755214,18.6455074374,26.2415586532
20,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0020.png,18.2749413751,18.6187055437,26.2071510046
21,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0021.png,18.1863992794,18.6010578116,26.187901912
22,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0022.png,18.2026029748,18.5811671844,26.1692665911
23,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0023.png,18.2417262353,18.6915375642,26.2190031043
24,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0024.png,18.2251124676,18.5008778569,26.1738050641
25,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0025.png,19.6497486836,18.4886095119,26.0782355871
26,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0026.png,21.9229460084,18.5366813409,26.0573000811
27,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0027.png,23.9865225846,18.4678585549,26.0585903248
28,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0028.png,25.4754875234,18.6082019262,26.1541675384
29,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0029.png,26.5691789136,18.7363223164,26.1574010917
30,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0030.png,27.491983708,18.9940146137,26.2134882022
31,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0031.png,28.1908204698,19.279617388,26.2834571566
32,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0032.png,28.8559314252,19.6348512543,26.1847368553
33,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0033.png,29.3621735415,20.1076446741,26.2738640775
34,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0034.png,29.8628339475,20.5546653817,26.3357236495
35,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0035.png,30.2627210586,21.1097512513,26.3684283818
36,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0036.png,30.7052972424,21.6050909966,26.4134233948
37,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0037.png,31.0998645906,22.1961101832,26.4622786049
38,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0038.png,31.4207434369,22.629017642,26.5422382227
39,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0039.png,31.8175269658,22.9880478121,26.5869069866
40,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0040.png,31.9959108596,23.4910767828,26.6574759391
41,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0041.png,32.3495014474,23.8175337526,26.8193465461
42,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0042.png,32.6868764376,24.2844951619,26.8508952639
43,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0043.png,32.9701240662,24.6085910036,27.0041684429
44,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0044.png,33.1229817317,24.9628206809,27.1184090685
45,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0045.png,33.3757781678,25.3693367803,27.2754717799
46,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0046.png,33.5196489862,25.7106256085,27.4280895692
47,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0047.png,33.8803044175,26.1098186917,27.535226749
48,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0048.png,34.0276287484,26.3973449873,27.7366134286
49,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0049.png,34.2401418217,26.665674047,27.9887034457
50,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0050.png,34.3827802299,27.0461296966,28.0800619205
51,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0051.png,34.5266905858,27.2387106867,28.3914421336
52,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0052.png,34.663588709,27.6201583624,28.5540980064
53,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0053.png,34.8632271927,27.8941004366,28.8363705514
54,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0054.png,35.0716915492,28.1609364748,29.080571794
55,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0055.png,35.1759272658,28.4276570062,29.2864245841
56,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0056.png,35.3636127171,28.6083117744,29.5454791893
57,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0057.png,35.478242225,29.0377445396,29.7857624965
58,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0058.png,35.5961748982,29.1807969938,30.0870860619
59,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0059.png,35.702006969,29.4744008317,30.3830989898
60,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0060.png,35.7780718305,29.6856644154,30.6194754331
61,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0061.png,35.8983505187,29.9424268319,30.8854672072
62,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0062.png,36.068657823,30.1934644951,31.1965816262
63,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0063.png,36.1907015816,30.4437700103,31.566686189
64,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0064.png,36.3138821137,30.6160632552,31.8034872875
65,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0065.png,36.4144646778,30.8128090029,32.0505135553
66,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0066.png,36.5516784576,31.0498838744,32.3817064089
67,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0067.png,36.6309087606,31.286487833,32.658537541
68,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0068.png,36.7393510152,31.4583802129,32.9156765661
69,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0069.png,36.8486091831,31.6537926221,33.2018327441
70,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0070.png,36.9106333507,31.826721276,33.402125868
71,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0071.png,37.08463344,32.0659588993,33.7007884179
72,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0072.png,37.1058319609,32.246547975,33.9446198592
73,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0073.png,37.2372145236,32.4267035883,34.232620036
74,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0074.png,37.3525286138,32.5804828593,34.4950631787
75,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0075.png,37.5051109255,32.8005809482,34.7381647072
76,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0076.png,37.501800137,32.9379812192,35.0200311079
77,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0077.png,37.512452797,33.0603864613,35.2353848127
78,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0078.png,37.6790092469,33.238613384,35.3804027394
79,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0079.png,37.8696350678,33.3968064203,35.6456061381
80,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0080.png,37.8986587457,33.5537235808,35.9087139701
81,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0081.png,37.9862020742,33.6860238193,36.1431261341
82,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0082.png,37.9919418664,33.85583506,36.3881855106
83,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0083.png,38.0502782542,34.0028728923,36.5625590804
84,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0084.png,38.0982365754,34.1435066293,36.7419737873
85,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0085.png,38.2646983645,34.3013554614,36.9855572561
86,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0086.png,38.3763956047,34.4306475032,37.1698280727
87,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0087.png,38.2772921043,34.4805815208,37.3405854033
88,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0088.png,38.4381285621,34.5930456814,37.4790944368
89,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0089.png,38.5531949664,34.7948310708,37.6693790178
90,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0090.png,38.6351876755,34.9126839489,37.8344117625
91,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0091.png,38.7208015178,35.0364810258,38.057953538
92,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0092.png,38.6378687976,35.0629790854,38.1454242039
93,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0093.png,38.7709576935,35.2471217411,38.3186873361
94,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0094.png,38.8403219622,35.3622756172,38.4365814185
95,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0095.png,38.9166519075,35.4883061855,38.5969613919
96,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0096.png,38.9122524587,35.5487206203,38.6755022826
97,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0097.png,38.9272301669,35.6423995072,38.8026425123
98,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0098.png,39.0643979658,35.7114472811,38.9228305396
99,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0099.png,39.1248699818,35.8187250986,39.0257373585
100,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0100.png,39.1753959212,35.8801073426,39.1808414056
101,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0101.png,39.1991771378,35.9417606104,39.2827842764
102,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0102.png,39.2003455968,36.0826087654,39.3852190399
103,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0103.png,39.3293918611,36.1340280695,39.4813132622
104,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0104.png,39.3546500144,36.2067081575,39.6058959761
105,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0105.png,39.3949242125,36.2956705942,39.6699358316
106,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0106.png,39.4644234959,36.3752420207,39.7710392071
107,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0107.png,39.4067673797,36.4844655839,39.9051826308
108,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0108.png,39.5120813265,36.5297753281,39.9505869602
109,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0109.png,39.5724948332,36.5963298828,40.0560630229
110,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0110.png,39.6105244887,36.6466533398,40.1298449554
111,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0111.png,39.6087884604,36.6975107109,40.1845901629
112,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0112.png,39.5696585549,36.7558050161,40.2268166962
113,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0113.png,39.7010702007,36.8042264904,40.3238751016
114,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0114.png,39.7365647265,36.9476615165,40.42548468
115,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0115.png,39.7468076354,36.9394751738,40.4362788366
116,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0116.png,39.7629931236,37.0111705502,40.5329274658
117,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0117.png,39.7944120494,37.0556028686,40.628516776
118,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0118.png,39.7998868559,37.1729113026,40.6635066638
119,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0119.png,39.8837366032,37.2453978024,40.7354011532
120,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0120.png,39.8789706724,37.241230451,40.7508341122
121,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0121.png,39.9223946947,37.2572030701,40.7966831875
122,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0122.png,39.9319045178,37.3363726805,40.8315805809
123,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0123.png,40.0239662631,37.4490241483,40.9071432958
124,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0124.png,40.063021392,37.3213484513,40.9636663902
125,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0125.png,40.0132980843,37.4931805051,40.9735534542
126,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0126.png,39.9680786402,37.4908779015,41.0070059696
127,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0127.png,40.0174856032,37.4696480084,40.9847310206
128,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0128.png,40.0260621916,37.5902084708,41.0387819328
129,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0129.png,40.0573757336,37.5972178554,41.0440264987
130,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0130.png,40.060944383,37.5853353128,41.0815495042
131,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0131.png,40.0839576591,37.5874885681,41.1961923303
132,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0132.png,40.0851998278,37.6014776316,41.1919910189
133,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0133.png,40.1655530719,37.7203055773,41.2705881062
134,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0134.png,40.1350558582,37.7736779997,41.2853673977
135,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0135.png,40.1744752615,37.8003434691,41.3277399235
136,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0136.png,40.2006486012,37.795487255,41.3321225212
137,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0137.png,40.1740161087,37.8274615985,41.3540660217
138,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0138.png,40.2032795379,37.8359705875,41.3988936524
139,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0139.png,40.1644600611,37.8134996589,41.4223933837
140,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0140.png,40.2359623194,37.8210377205,41.4527357063
141,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0141.png,40.2752526388,37.9019624743,41.4537418911
142,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0142.png,40.2326946739,37.8599665065,41.469084643
143,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0143.png,40.3106062352,37.8869003235,41.5163677745
144,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0144.png,40.3394367157,38.0014286917,41.5261325529
145,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0145.png,40.3628642709,38.0551405142,41.5902615315
146,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0146.png,40.3517358611,38.0559607718,41.6603906209
147,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0147.png,40.3307831376,37.9840337196,41.5642231194
148,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0148.png,40.4524425648,38.0771871107,41.6007759087
149,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0149.png,40.4403121712,38.160883359,41.6605482166
150,/Users/hiroyuki/Downloads/04 MVI_0785 10fps/output0150.png,40.4105404,38.1455199931,41.6895413554
